0.160007, 0.001977
0.160052, 0.007832
0.160176, 0.017424
0.160413, 0.030581
0.160799, 0.047104
0.161365, 0.066775
0.162144, 0.089358
0.163161, 0.114608
0.164444, 0.142273
0.166014, 0.172100
0.167892, 0.203840
0.170097, 0.237248
0.172642, 0.272089
0.175542, 0.308139
0.178808, 0.345185
0.182449, 0.383027
0.186471, 0.421478
0.190880, 0.460363
0.195679, 0.499522
0.200871, 0.538802
0.206455, 0.578065
0.212431, 0.617176
0.218798, 0.656013
0.225550, 0.694456
0.232685, 0.732391
0.240196, 0.769704
0.248077, 0.806284
0.256319, 0.842018
0.264914, 0.876789
0.273851, 0.910479
0.283119, 0.942960
0.292706, 0.974102
0.302596, 1.003763
0.312776, 1.031795
0.323226, 1.058042
0.333930, 1.082338
0.344866, 1.104511
0.356012, 1.124383
0.367345, 1.141770
0.378839, 1.156487
0.390466, 1.168349
0.402196, 1.177177
0.413998, 1.182798
0.425841, 1.185053
0.437688, 1.183798
0.449504, 1.178909
0.461254, 1.170286
0.472897, 1.157854
0.484398, 1.141569
0.495716, 1.121415
0.506813, 1.097408
0.517651, 1.069591
0.528193, 1.038039
0.538400, 1.002849
0.548238, 0.964144
0.557672, 0.922063
0.566668, 0.876763
0.575197, 0.828413
0.583227, 0.777188
0.590732, 0.723269
0.597684, 0.666837
0.604060, 0.608075
0.609838, 0.547158
0.614997, 0.484257
0.619517, 0.419538
0.623382, 0.353157
0.626576, 0.285262
0.629083, 0.215993
0.630891, 0.145480
0.631989, 0.073846
0.632365, 0.001203
0.632010, -0.072341
0.630915, -0.146689
0.629074, -0.221748
0.626478, -0.297431
0.623123, -0.373658
0.619004, -0.450352
0.614115, -0.527438
0.608454, -0.604847
0.602017, -0.682509
0.594803, -0.760355
0.586810, -0.838318
0.578036, -0.916327
0.568483, -0.994311
0.558151, -1.072193
0.547040, -1.149892
0.535154, -1.227320
0.522495, -1.304382
0.509068, -1.380969
0.494877, -1.456964
0.479931, -1.532232
0.464236, -1.606623
0.447802, -1.679966
0.430640, -1.752069
0.412765, -1.822717
0.394192, -1.891665
0.374938, -1.958643
0.355026, -2.023352
0.334480, -2.085464
0.313327, -2.144621
0.291599, -2.200443
0.269331, -2.252530
0.246562, -2.300468
0.223336, -2.343840
0.199702, -2.382234
0.175710, -2.415260
0.151416, -2.442563
0.126879, -2.463831
0.102160, -2.478818
0.077324, -2.487347
0.052435, -2.489323
0.027559, -2.484735
0.002762, -2.473659
-0.021893, -2.456251
-0.046343, -2.432739
-0.070528, -2.403417
-0.094393, -2.368626
-0.117884, -2.328743
-0.140952, -2.284166
-0.163553, -2.235304
-0.185645, -2.182563
-0.207193, -2.126335
-0.228162, -2.066998
-0.248523, -2.004903
-0.268252, -1.940377
-0.287324, -1.873717
-0.305720, -1.805196
-0.323422, -1.735057
-0.340416, -1.663519
-0.356689, -1.590778
-0.372228, -1.517010
-0.387026, -1.442375
-0.401073, -1.367013
-0.414364, -1.291057
-0.426893, -1.214626
-0.438656, -1.137831
-0.449649, -1.060780
-0.459871, -0.983573
-0.469320, -0.906311
-0.477997, -0.829092
-0.485902, -0.752016
-0.493038, -0.675184
-0.499407, -0.598702
-0.505014, -0.522679
-0.509863, -0.447229
-0.513961, -0.372474
-0.517315, -0.298542
-0.519935, -0.225570
-0.521830, -0.153702
-0.523013, -0.083094
-0.523497, -0.013908
-0.523296, 0.053683
-0.522429, 0.119498
-0.520913, 0.183347
-0.518769, 0.245034
-0.516020, 0.304355
-0.512691, 0.361105
-0.508807, 0.415079
-0.504399, 0.466070
-0.499496, 0.513882
-0.494133, 0.558324
-0.488342, 0.599223
-0.482160, 0.636422
-0.475626, 0.669788
-0.468778, 0.699215
-0.461655, 0.724625
-0.454299, 0.745977
-0.446749, 0.763261
-0.439047, 0.776503
-0.431232, 0.785766
-0.423345, 0.791144
-0.415422, 0.792761
-0.407502, 0.790772
-0.399618, 0.785348
-0.391805, 0.776684
-0.384095, 0.764985
-0.376515, 0.750463
-0.369094, 0.733336
-0.361856, 0.713821
-0.354825, 0.692129
-0.348020, 0.668466
-0.341461, 0.643028
-0.335165, 0.616000
-0.329146, 0.587556
-0.323418, 0.557856
-0.317993, 0.527050
-0.312880, 0.495276
-0.308090, 0.462662
-0.303629, 0.429325
-0.299506, 0.395377
-0.295724, 0.360921
-0.292288, 0.326057
-0.289204, 0.290884
-0.286471, 0.255497
-0.284094, 0.219996
-0.282072, 0.184481
-0.280404, 0.149060
-0.279090, 0.113845
-0.278126, 0.078960
-0.277509, 0.044538
-0.277233, 0.010722
-0.277292, -0.022330
-0.277677, -0.054446
-0.278377, -0.085440
-0.279381, -0.115113
-0.280674, -0.143250
-0.282240, -0.169626
-0.284060, -0.194002
-0.286113, -0.216134
-0.288375, -0.235771
-0.290819, -0.252659
-0.293418, -0.266553
-0.296139, -0.277212
-0.298950, -0.284410
-0.301815, -0.287943
-0.304696, -0.287632
-0.307555, -0.283325
-0.310349, -0.274909
-0.313039, -0.262307
-0.315581, -0.245483
-0.317934, -0.224440
-0.320056, -0.199225
-0.321905, -0.169921
-0.323441, -0.136648
-0.324626, -0.099558
-0.325420, -0.058832
-0.325791, -0.014671
-0.325703, 0.032704
-0.325127, 0.083060
-0.324033, 0.136157
-0.322395, 0.191750
-0.320190, 0.249595
-0.317397, 0.309451
-0.313995, 0.371083
-0.309970, 0.434262
-0.305306, 0.498772
-0.299991, 0.564402
-0.294015, 0.630956
-0.287369, 0.698245
-0.280048, 0.766091
-0.272046, 0.834326
-0.263361, 0.902789
