0.000000 1.570796 4.182497 0.785398 0.000000 39.986565
0.010000 1.610685 3.797948 0.785864 0.085781 37.928126
0.020000 1.646808 3.429059 0.786984 0.132598 36.058153
0.030000 1.679317 3.075141 0.788413 0.148643 34.394140
0.040000 1.708356 2.734977 0.789875 0.140108 32.937352
0.050000 1.734057 2.407077 0.791150 0.111786 31.680589
0.060000 1.756533 2.089822 0.792058 0.067472 30.612856
0.070000 1.775883 1.781545 0.792456 0.010238 29.722135
0.080000 1.792189 1.480578 0.792228 -0.057367 28.997002
0.090000 1.805514 1.185272 0.791281 -0.133172 28.427551
0.100000 1.815907 0.894007 0.789544 -0.215282 28.005906
0.110000 1.823402 0.605197 0.786960 -0.301988 27.726495
0.120000 1.828014 0.317287 0.783494 -0.391705 27.586197
0.130000 1.829746 0.028751 0.779121 -0.482915 27.584406
0.140000 1.828582 -0.261914 0.773836 -0.574117 27.723074
0.150000 1.824495 -0.556191 0.767644 -0.663780 28.006729
0.160000 1.817442 -0.855547 0.760570 -0.750304 28.442484
0.170000 1.807363 -1.161435 0.752654 -0.831968 29.040024
0.180000 1.794186 -1.475301 0.743954 -0.906879 29.811547
0.190000 1.777825 -1.798573 0.734546 -0.972918 30.771626
0.200000 1.758179 -2.132665 0.724533 -1.027662 31.936903
0.210000 1.735131 -2.478955 0.714040 -1.068296 33.325514
0.220000 1.708555 -2.838762 0.703225 -1.091490 34.956035
0.230000 1.678307 -3.213294 0.692282 -1.093243 36.845644
0.240000 1.644236 -3.603559 0.681448 -1.068651 39.006981
0.250000 1.606181 -4.010214 0.671016 -1.011593 41.442900
0.260000 1.563977 -4.433305 0.661350 -0.914267 44.137819
0.270000 1.517463 -4.871828 0.652899 -0.766502 47.043665
0.280000 1.466498 -5.322994 0.646232 -0.554727 50.057505
0.290000 1.410980 -5.781001 0.642079 -0.260365 52.986963
0.300000 1.350890 -6.234989 0.641386 0.142721 55.499854
0.310000 1.286356 -6.665763 0.645420 0.692437 57.060084
0.320000 1.217758 -7.040900 0.655910 1.445822 56.876552
0.330000 1.145892 -7.309358 0.675309 2.493252 53.976817
0.340000 1.072152 -7.405803 0.707262 3.992138 47.785995
0.350000 0.998409 -7.338189 0.757734 6.288371 40.482683
0.360000 0.923520 -8.865230 0.840061 10.823781 52.599572
0.370000 55.923551 -332031.122010 3.560102 3055909.825607 5290000747012.392578
0.380000 -8676917378819339230273083958886400.000000 -1059409760563416882512364790813960764261028398186273641972274212896768.000000 139077140717290507080285579902976.000000 -56775582777974725892268723403866804758117659213684691149088248777670656.000000 1657153806487334122569867147473107527145080313376346361843951859471476140849688134855450634253037461171083474482522935077968514077565669867520.000000
0.390000 -nan(ind) -nan(ind) -inf -nan(ind) nan
0.400000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.410000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.420000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.430000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.440000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.450000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.460000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.470000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.480000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.490000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.500000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.510000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.520000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.530000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.540000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.550000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.560000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.570000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.580000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.590000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.600000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.610000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.620000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.630000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.640000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.650000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.660000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.670000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.680000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.690000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.700000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.710000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.720000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.730000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.740000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.750000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.760000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.770000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.780000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.790000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.800000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.810000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.820000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.830000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.840000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.850000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.860000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.870000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.880000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.890000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.900000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.910000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.920000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.930000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.940000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.950000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.960000 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind)
